province_territory,claim_office_type,total_flag,year_month,year,month,value
Prince Edward Island,Inland,False,2024-05,2024,5,2
Nova Scotia,Inland,False,2024-05,2024,5,20
New Brunswick,Inland,False,2024-05,2024,5,15
Quebec,Inland,False,2024-05,2024,5,2195
Ontario,Inland,False,2024-05,2024,5,5875
Manitoba,Inland,False,2024-05,2024,5,145
Saskatchewan,Inland,False,2024-05,2024,5,35
Alberta,Inland,False,2024-05,2024,5,720
British Columbia,Inland,False,2024-05,2024,5,740
Yukon,Inland,False,2024-05,2024,5,0
Northwest Territories,Inland,False,2024-05,2024,5,2
Nunavut,Inland,False,2024-05,2024,5,0
Province/Territory of claim not stated,Inland,False,2024-05,2024,5,0
,Inland - Total,True,2024-05,2024,5,9755
,Other Offices,False,2024-05,2024,5,10
,Total ,True,2024-05,2024,5,15920
Newfoundland and Labrador,Airport,False,2024-06,2024,6,2
Nova Scotia,Airport,False,2024-06,2024,6,2
New Brunswick,Airport,False,2024-06,2024,6,0
Quebec,Airport,False,2024-06,2024,6,2325
Ontario,Airport,False,2024-06,2024,6,2005
Manitoba,Airport,False,2024-06,2024,6,0
Saskatchewan,Airport,False,2024-06,2024,6,0
Alberta,Airport,False,2024-06,2024,6,30
British Columbia,Airport,False,2024-06,2024,6,45
Nunavut,Airport,False,2024-06,2024,6,0
,Airport - Total,True,2024-06,2024,6,4410
Newfoundland and Labrador,Border,False,2024-06,2024,6,0
Nova Scotia,Border,False,2024-06,2024,6,2
New Brunswick,Border,False,2024-06,2024,6,2
Quebec,Border,False,2024-06,2024,6,710
Ontario,Border,False,2024-06,2024,6,425
Manitoba,Border,False,2024-06,2024,6,10
Saskatchewan,Border,False,2024-06,2024,6,0
Alberta,Border,False,2024-06,2024,6,25
British Columbia,Border,False,2024-06,2024,6,75
Yukon,Border,False,2024-06,2024,6,0
,Border - Total,True,2024-06,2024,6,1255
Newfoundland and Labrador,Inland,False,2024-06,2024,6,5
Prince Edward Island,Inland,False,2024-06,2024,6,2
Nova Scotia,Inland,False,2024-06,2024,6,20
New Brunswick,Inland,False,2024-06,2024,6,10
Quebec,Inland,False,2024-06,2024,6,1900
Ontario,Inland,False,2024-06,2024,6,5055
Manitoba,Inland,False,2024-06,2024,6,155
Saskatchewan,Inland,False,2024-06,2024,6,50
Alberta,Inland,False,2024-06,2024,6,665
British Columbia,Inland,False,2024-06,2024,6,685
Yukon,Inland,False,2024-06,2024,6,0
Northwest Territories,Inland,False,2024-06,2024,6,0
Nunavut,Inland,False,2024-06,2024,6,2
Province/Territory of claim not stated,Inland,False,2024-06,2024,6,0
,Inland - Total,True,2024-06,2024,6,8555
,Other Offices,False,2024-06,2024,6,2
,Total ,True,2024-06,2024,6,14220
Newfoundland and Labrador,Airport,False,2024-07,2024,7,0
Nova Scotia,Airport,False,2024-07,2024,7,2
New Brunswick,Airport,False,2024-07,2024,7,0
Quebec,Airport,False,2024-07,2024,7,1880
Ontario,Airport,False,2024-07,2024,7,1620
Manitoba,Airport,False,2024-07,2024,7,0
Saskatchewan,Airport,False,2024-07,2024,7,0
Alberta,Airport,False,2024-07,2024,7,65
British Columbia,Airport,False,2024-07,2024,7,35
Nunavut,Airport,False,2024-07,2024,7,0
,Airport - Total,True,2024-07,2024,7,3600
Newfoundland and Labrador,Border,False,2024-07,2024,7,0
Nova Scotia,Border,False,2024-07,2024,7,0
New Brunswick,Border,False,2024-07,2024,7,2
Quebec,Border,False,2024-07,2024,7,705
Ontario,Border,False,2024-07,2024,7,375
Manitoba,Border,False,2024-07,2024,7,2
Saskatchewan,Border,False,2024-07,2024,7,5
Alberta,Border,False,2024-07,2024,7,25
British Columbia,Border,False,2024-07,2024,7,100
Yukon,Border,False,2024-07,2024,7,0
,Border - Total,True,2024-07,2024,7,1220
Newfoundland and Labrador,Inland,False,2024-07,2024,7,10
Prince Edward Island,Inland,False,2024-07,2024,7,0
Nova Scotia,Inland,False,2024-07,2024,7,45
New Brunswick,Inland,False,2024-07,2024,7,30
Quebec,Inland,False,2024-07,2024,7,2070
Ontario,Inland,False,2024-07,2024,7,5775
Manitoba,Inland,False,2024-07,2024,7,175
Saskatchewan,Inland,False,2024-07,2024,7,45
Alberta,Inland,False,2024-07,2024,7,745
British Columbia,Inland,False,2024-07,2024,7,670
Yukon,Inland,False,2024-07,2024,7,0
Northwest Territories,Inland,False,2024-07,2024,7,0
Nunavut,Inland,False,2024-07,2024,7,0
Province/Territory of claim not stated,Inland,False,2024-07,2024,7,2
,Inland - Total,True,2024-07,2024,7,9565
,Other Offices,False,2024-07,2024,7,0
,Total ,True,2024-07,2024,7,14385
Newfoundland and Labrador,Airport,False,2024-08,2024,8,0
Nova Scotia,Airport,False,2024-08,2024,8,5
New Brunswick,Airport,False,2024-08,2024,8,0
Quebec,Airport,False,2024-08,2024,8,980
Ontario,Airport,False,2024-08,2024,8,960
Manitoba,Airport,False,2024-08,2024,8,0
Saskatchewan,Airport,False,2024-08,2024,8,2
Alberta,Airport,False,2024-08,2024,8,25
British Columbia,Airport,False,2024-08,2024,8,40
Nunavut,Airport,False,2024-08,2024,8,0
,Airport - Total,True,2024-08,2024,8,2015
Newfoundland and Labrador,Border,False,2024-08,2024,8,5
Nova Scotia,Border,False,2024-08,2024,8,0
New Brunswick,Border,False,2024-08,2024,8,2
Quebec,Border,False,2024-08,2024,8,625
Ontario,Border,False,2024-08,2024,8,405
Manitoba,Border,False,2024-08,2024,8,15
Saskatchewan,Border,False,2024-08,2024,8,2
Alberta,Border,False,2024-08,2024,8,25
British Columbia,Border,False,2024-08,2024,8,75
Yukon,Border,False,2024-08,2024,8,0
,Border - Total,True,2024-08,2024,8,1155
Newfoundland and Labrador,Inland,False,2024-08,2024,8,2
Prince Edward Island,Inland,False,2024-08,2024,8,5
Nova Scotia,Inland,False,2024-08,2024,8,15
New Brunswick,Inland,False,2024-08,2024,8,20
Quebec,Inland,False,2024-08,2024,8,2090
Ontario,Inland,False,2024-08,2024,8,5775
Manitoba,Inland,False,2024-08,2024,8,175
Saskatchewan,Inland,False,2024-08,2024,8,45
Alberta,Inland,False,2024-08,2024,8,780
British Columbia,Inland,False,2024-08,2024,8,780
Yukon,Inland,False,2024-08,2024,8,0
Northwest Territories,Inland,False,2024-08,2024,8,0
Nunavut,Inland,False,2024-08,2024,8,2
Province/Territory of claim not stated,Inland,False,2024-08,2024,8,0
,Inland - Total,True,2024-08,2024,8,9695
,Other Offices,False,2024-08,2024,8,0
,Total ,True,2024-08,2024,8,12860
Newfoundland and Labrador,Airport,False,2024-09,2024,9,0
Nova Scotia,Airport,False,2024-09,2024,9,2
New Brunswick,Airport,False,2024-09,2024,9,0
Quebec,Airport,False,2024-09,2024,9,1615
Ontario,Airport,False,2024-09,2024,9,1075
Manitoba,Airport,False,2024-09,2024,9,0
Saskatchewan,Airport,False,2024-09,2024,9,0
Alberta,Airport,False,2024-09,2024,9,35
British Columbia,Airport,False,2024-09,2024,9,30
Nunavut,Airport,False,2024-09,2024,9,0
,Airport - Total,True,2024-09,2024,9,2765
Newfoundland and Labrador,Border,False,2024-09,2024,9,0
Nova Scotia,Border,False,2024-09,2024,9,0
New Brunswick,Border,False,2024-09,2024,9,10
Quebec,Border,False,2024-09,2024,9,540
Ontario,Border,False,2024-09,2024,9,440
Manitoba,Border,False,2024-09,2024,9,10
Saskatchewan,Border,False,2024-09,2024,9,10
Alberta,Border,False,2024-09,2024,9,25
British Columbia,Border,False,2024-09,2024,9,75
Yukon,Border,False,2024-09,2024,9,0
,Border - Total,True,2024-09,2024,9,1110
Newfoundland and Labrador,Inland,False,2024-09,2024,9,2
Prince Edward Island,Inland,False,2024-09,2024,9,2
Nova Scotia,Inland,False,2024-09,2024,9,30
New Brunswick,Inland,False,2024-09,2024,9,45
Quebec,Inland,False,2024-09,2024,9,2155
Ontario,Inland,False,2024-09,2024,9,5580
Manitoba,Inland,False,2024-09,2024,9,195
Saskatchewan,Inland,False,2024-09,2024,9,55
Alberta,Inland,False,2024-09,2024,9,855
British Columbia,Inland,False,2024-09,2024,9,865
Yukon,Inland,False,2024-09,2024,9,2
Northwest Territories,Inland,False,2024-09,2024,9,2
Nunavut,Inland,False,2024-09,2024,9,2
Province/Territory of claim not stated,Inland,False,2024-09,2024,9,2
,Inland - Total,True,2024-09,2024,9,9790
,Other Offices,False,2024-09,2024,9,5
,Total ,True,2024-09,2024,9,13670
Newfoundland and Labrador,Airport,False,2024-10,2024,10,0
Nova Scotia,Airport,False,2024-10,2024,10,0
New Brunswick,Airport,False,2024-10,2024,10,0
Quebec,Airport,False,2024-10,2024,10,1050
Ontario,Airport,False,2024-10,2024,10,1080
Manitoba,Airport,False,2024-10,2024,10,0
Saskatchewan,Airport,False,2024-10,2024,10,0
Alberta,Airport,False,2024-10,2024,10,25
British Columbia,Airport,False,2024-10,2024,10,45
Nunavut,Airport,False,2024-10,2024,10,0
,Airport - Total,True,2024-10,2024,10,2200
Newfoundland and Labrador,Border,False,2024-10,2024,10,0
Nova Scotia,Border,False,2024-10,2024,10,0
New Brunswick,Border,False,2024-10,2024,10,2
Quebec,Border,False,2024-10,2024,10,505
Ontario,Border,False,2024-10,2024,10,485
Manitoba,Border,False,2024-10,2024,10,15
Saskatchewan,Border,False,2024-10,2024,10,2
Alberta,Border,False,2024-10,2024,10,40
British Columbia,Border,False,2024-10,2024,10,50
Yukon,Border,False,2024-10,2024,10,0
,Border - Total,True,2024-10,2024,10,1100
Newfoundland and Labrador,Inland,False,2024-10,2024,10,10
Prince Edward Island,Inland,False,2024-10,2024,10,10
Nova Scotia,Inland,False,2024-10,2024,10,25
New Brunswick,Inland,False,2024-10,2024,10,35
Quebec,Inland,False,2024-10,2024,10,2310
Ontario,Inland,False,2024-10,2024,10,6050
Manitoba,Inland,False,2024-10,2024,10,185
Saskatchewan,Inland,False,2024-10,2024,10,45
Alberta,Inland,False,2024-10,2024,10,880
British Columbia,Inland,False,2024-10,2024,10,1010
Yukon,Inland,False,2024-10,2024,10,2
Northwest Territories,Inland,False,2024-10,2024,10,2
Nunavut,Inland,False,2024-10,2024,10,2
Province/Territory of claim not stated,Inland,False,2024-10,2024,10,0
,Inland - Total,True,2024-10,2024,10,10565
,Other Offices,False,2024-10,2024,10,0
,Total ,True,2024-10,2024,10,13860
Newfoundland and Labrador,Airport,False,2024-11,2024,11,0
Nova Scotia,Airport,False,2024-11,2024,11,0
New Brunswick,Airport,False,2024-11,2024,11,0
Quebec,Airport,False,2024-11,2024,11,970
Ontario,Airport,False,2024-11,2024,11,775
Manitoba,Airport,False,2024-11,2024,11,0
Saskatchewan,Airport,False,2024-11,2024,11,0
Alberta,Airport,False,2024-11,2024,11,35
British Columbia,Airport,False,2024-11,2024,11,35
Nunavut,Airport,False,2024-11,2024,11,0
,Airport - Total,True,2024-11,2024,11,1810
Newfoundland and Labrador,Border,False,2024-11,2024,11,0
Nova Scotia,Border,False,2024-11,2024,11,0
New Brunswick,Border,False,2024-11,2024,11,2
Quebec,Border,False,2024-11,2024,11,670
Ontario,Border,False,2024-11,2024,11,415
Manitoba,Border,False,2024-11,2024,11,15
Saskatchewan,Border,False,2024-11,2024,11,2
Alberta,Border,False,2024-11,2024,11,30
British Columbia,Border,False,2024-11,2024,11,70
Yukon,Border,False,2024-11,2024,11,0
,Border - Total,True,2024-11,2024,11,1205
Newfoundland and Labrador,Inland,False,2024-11,2024,11,2
Prince Edward Island,Inland,False,2024-11,2024,11,2
Nova Scotia,Inland,False,2024-11,2024,11,30
New Brunswick,Inland,False,2024-11,2024,11,40
Quebec,Inland,False,2024-11,2024,11,2015
Ontario,Inland,False,2024-11,2024,11,5235
Manitoba,Inland,False,2024-11,2024,11,180
Saskatchewan,Inland,False,2024-11,2024,11,55
Alberta,Inland,False,2024-11,2024,11,800
British Columbia,Inland,False,2024-11,2024,11,1055
Yukon,Inland,False,2024-11,2024,11,2
Northwest Territories,Inland,False,2024-11,2024,11,0
Nunavut,Inland,False,2024-11,2024,11,0
Province/Territory of claim not stated,Inland,False,2024-11,2024,11,0
,Inland - Total,True,2024-11,2024,11,9415
,Other Offices,False,2024-11,2024,11,10
,Total ,True,2024-11,2024,11,12435
Newfoundland and Labrador,Airport,False,2024-12,2024,12,0
Nova Scotia,Airport,False,2024-12,2024,12,5
New Brunswick,Airport,False,2024-12,2024,12,0
Quebec,Airport,False,2024-12,2024,12,1370
Ontario,Airport,False,2024-12,2024,12,935
Manitoba,Airport,False,2024-12,2024,12,2
Saskatchewan,Airport,False,2024-12,2024,12,0
Alberta,Airport,False,2024-12,2024,12,20
British Columbia,Airport,False,2024-12,2024,12,40
Nunavut,Airport,False,2024-12,2024,12,0
,Airport - Total,True,2024-12,2024,12,2375
Newfoundland and Labrador,Border,False,2024-12,2024,12,0
Nova Scotia,Border,False,2024-12,2024,12,0
New Brunswick,Border,False,2024-12,2024,12,5
Quebec,Border,False,2024-12,2024,12,810
Ontario,Border,False,2024-12,2024,12,510
Manitoba,Border,False,2024-12,2024,12,20
Saskatchewan,Border,False,2024-12,2024,12,2
Alberta,Border,False,2024-12,2024,12,40
British Columbia,Border,False,2024-12,2024,12,85
Yukon,Border,False,2024-12,2024,12,0
,Border - Total,True,2024-12,2024,12,1475
Newfoundland and Labrador,Inland,False,2024-12,2024,12,5
Prince Edward Island,Inland,False,2024-12,2024,12,2
Nova Scotia,Inland,False,2024-12,2024,12,15
New Brunswick,Inland,False,2024-12,2024,12,25
Quebec,Inland,False,2024-12,2024,12,1995
Ontario,Inland,False,2024-12,2024,12,4995
Manitoba,Inland,False,2024-12,2024,12,195
Saskatchewan,Inland,False,2024-12,2024,12,55
Alberta,Inland,False,2024-12,2024,12,775
British Columbia,Inland,False,2024-12,2024,12,1165
Yukon,Inland,False,2024-12,2024,12,5
Northwest Territories,Inland,False,2024-12,2024,12,0
Nunavut,Inland,False,2024-12,2024,12,0
Province/Territory of claim not stated,Inland,False,2024-12,2024,12,0
,Inland - Total,True,2024-12,2024,12,9235
,Other Offices,False,2024-12,2024,12,0
,Total ,True,2024-12,2024,12,13085
Newfoundland and Labrador,Airport,False,2025-01,2025,1,0
Nova Scotia,Airport,False,2025-01,2025,1,2
New Brunswick,Airport,False,2025-01,2025,1,0
Quebec,Airport,False,2025-01,2025,1,745
Ontario,Airport,False,2025-01,2025,1,455
Manitoba,Airport,False,2025-01,2025,1,0
Saskatchewan,Airport,False,2025-01,2025,1,0
Alberta,Airport,False,2025-01,2025,1,25
British Columbia,Airport,False,2025-01,2025,1,35
Nunavut,Airport,False,2025-01,2025,1,0
,Airport - Total,True,2025-01,2025,1,1265
Newfoundland and Labrador,Border,False,2025-01,2025,1,0
Nova Scotia,Border,False,2025-01,2025,1,0
New Brunswick,Border,False,2025-01,2025,1,2
Quebec,Border,False,2025-01,2025,1,560
Ontario,Border,False,2025-01,2025,1,420
Manitoba,Border,False,2025-01,2025,1,15
Saskatchewan,Border,False,2025-01,2025,1,5
Alberta,Border,False,2025-01,2025,1,10
British Columbia,Border,False,2025-01,2025,1,85
Yukon,Border,False,2025-01,2025,1,2
,Border - Total,True,2025-01,2025,1,1095
Newfoundland and Labrador,Inland,False,2025-01,2025,1,5
Prince Edward Island,Inland,False,2025-01,2025,1,2
Nova Scotia,Inland,False,2025-01,2025,1,20
New Brunswick,Inland,False,2025-01,2025,1,25
Quebec,Inland,False,2025-01,2025,1,1750
Ontario,Inland,False,2025-01,2025,1,4325
Manitoba,Inland,False,2025-01,2025,1,170
Saskatchewan,Inland,False,2025-01,2025,1,40
Alberta,Inland,False,2025-01,2025,1,650
British Columbia,Inland,False,2025-01,2025,1,965
Yukon,Inland,False,2025-01,2025,1,0
Northwest Territories,Inland,False,2025-01,2025,1,0
Nunavut,Inland,False,2025-01,2025,1,0
Province/Territory of claim not stated,Inland,False,2025-01,2025,1,0
,Inland - Total,True,2025-01,2025,1,7950
,Other Offices,False,2025-01,2025,1,0
,Total ,True,2025-01,2025,1,10310
Newfoundland and Labrador,Airport,False,2025-02,2025,2,0
Nova Scotia,Airport,False,2025-02,2025,2,2
New Brunswick,Airport,False,2025-02,2025,2,0
Quebec,Airport,False,2025-02,2025,2,525
Ontario,Airport,False,2025-02,2025,2,470
Manitoba,Airport,False,2025-02,2025,2,0
Saskatchewan,Airport,False,2025-02,2025,2,0
Alberta,Airport,False,2025-02,2025,2,10
British Columbia,Airport,False,2025-02,2025,2,30
Nunavut,Airport,False,2025-02,2025,2,0
,Airport - Total,True,2025-02,2025,2,1035
Newfoundland and Labrador,Border,False,2025-02,2025,2,0
Nova Scotia,Border,False,2025-02,2025,2,0
New Brunswick,Border,False,2025-02,2025,2,5
Quebec,Border,False,2025-02,2025,2,760
Ontario,Border,False,2025-02,2025,2,275
Manitoba,Border,False,2025-02,2025,2,20
Saskatchewan,Border,False,2025-02,2025,2,0
Alberta,Border,False,2025-02,2025,2,30
British Columbia,Border,False,2025-02,2025,2,60
Yukon,Border,False,2025-02,2025,2,0
,Border - Total,True,2025-02,2025,2,1155
Newfoundland and Labrador,Inland,False,2025-02,2025,2,2
Prince Edward Island,Inland,False,2025-02,2025,2,10
Nova Scotia,Inland,False,2025-02,2025,2,35
New Brunswick,Inland,False,2025-02,2025,2,30
Quebec,Inland,False,2025-02,2025,2,1590
Ontario,Inland,False,2025-02,2025,2,3605
Manitoba,Inland,False,2025-02,2025,2,125
Saskatchewan,Inland,False,2025-02,2025,2,50
Alberta,Inland,False,2025-02,2025,2,500
British Columbia,Inland,False,2025-02,2025,2,820
Yukon,Inland,False,2025-02,2025,2,0
Northwest Territories,Inland,False,2025-02,2025,2,0
Nunavut,Inland,False,2025-02,2025,2,2
Province/Territory of claim not stated,Inland,False,2025-02,2025,2,0
,Inland - Total,True,2025-02,2025,2,6765
,Other Offices,False,2025-02,2025,2,0
,Total ,True,2025-02,2025,2,8955
Newfoundland and Labrador,Airport,False,2025-03,2025,3,0
Nova Scotia,Airport,False,2025-03,2025,3,0
New Brunswick,Airport,False,2025-03,2025,3,0
Quebec,Airport,False,2025-03,2025,3,530
Ontario,Airport,False,2025-03,2025,3,460
Manitoba,Airport,False,2025-03,2025,3,0
Saskatchewan,Airport,False,2025-03,2025,3,0
Alberta,Airport,False,2025-03,2025,3,20
British Columbia,Airport,False,2025-03,2025,3,25
Nunavut,Airport,False,2025-03,2025,3,0
,Airport - Total,True,2025-03,2025,3,1040
Newfoundland and Labrador,Border,False,2025-03,2025,3,0
Nova Scotia,Border,False,2025-03,2025,3,0
New Brunswick,Border,False,2025-03,2025,3,5
Quebec,Border,False,2025-03,2025,3,1375
Ontario,Border,False,2025-03,2025,3,345
Manitoba,Border,False,2025-03,2025,3,10
Saskatchewan,Border,False,2025-03,2025,3,0
Alberta,Border,False,2025-03,2025,3,20
British Columbia,Border,False,2025-03,2025,3,80
Yukon,Border,False,2025-03,2025,3,2
,Border - Total,True,2025-03,2025,3,1835
Newfoundland and Labrador,Inland,False,2025-03,2025,3,10
Prince Edward Island,Inland,False,2025-03,2025,3,2
Nova Scotia,Inland,False,2025-03,2025,3,35
New Brunswick,Inland,False,2025-03,2025,3,20
Quebec,Inland,False,2025-03,2025,3,1320
Ontario,Inland,False,2025-03,2025,3,3590
Manitoba,Inland,False,2025-03,2025,3,85
Saskatchewan,Inland,False,2025-03,2025,3,30
Alberta,Inland,False,2025-03,2025,3,440
British Columbia,Inland,False,2025-03,2025,3,815
Yukon,Inland,False,2025-03,2025,3,0
Northwest Territories,Inland,False,2025-03,2025,3,2
Nunavut,Inland,False,2025-03,2025,3,0
Province/Territory of claim not stated,Inland,False,2025-03,2025,3,0
,Inland - Total,True,2025-03,2025,3,6355
,Other Offices,False,2025-03,2025,3,2
,Total ,True,2025-03,2025,3,9230
Newfoundland and Labrador,Airport,False,2025-04,2025,4,0
Nova Scotia,Airport,False,2025-04,2025,4,0
New Brunswick,Airport,False,2025-04,2025,4,0
Quebec,Airport,False,2025-04,2025,4,490
Ontario,Airport,False,2025-04,2025,4,510
Manitoba,Airport,False,2025-04,2025,4,2
Saskatchewan,Airport,False,2025-04,2025,4,0
Alberta,Airport,False,2025-04,2025,4,30
British Columbia,Airport,False,2025-04,2025,4,35
Nunavut,Airport,False,2025-04,2025,4,0
,Airport - Total,True,2025-04,2025,4,1065
Newfoundland and Labrador,Border,False,2025-04,2025,4,0
Nova Scotia,Border,False,2025-04,2025,4,0
New Brunswick,Border,False,2025-04,2025,4,20
Quebec,Border,False,2025-04,2025,4,2850
Ontario,Border,False,2025-04,2025,4,415
Manitoba,Border,False,2025-04,2025,4,10
Saskatchewan,Border,False,2025-04,2025,4,2
Alberta,Border,False,2025-04,2025,4,35
British Columbia,Border,False,2025-04,2025,4,70
Yukon,Border,False,2025-04,2025,4,0
,Border - Total,True,2025-04,2025,4,3405
Newfoundland and Labrador,Inland,False,2025-04,2025,4,10
Prince Edward Island,Inland,False,2025-04,2025,4,2
Nova Scotia,Inland,False,2025-04,2025,4,30
New Brunswick,Inland,False,2025-04,2025,4,15
Quebec,Inland,False,2025-04,2025,4,1180
Ontario,Inland,False,2025-04,2025,4,3420
Manitoba,Inland,False,2025-04,2025,4,90
Saskatchewan,Inland,False,2025-04,2025,4,45
Alberta,Inland,False,2025-04,2025,4,500
British Columbia,Inland,False,2025-04,2025,4,760
Yukon,Inland,False,2025-04,2025,4,2
Northwest Territories,Inland,False,2025-04,2025,4,0
Nunavut,Inland,False,2025-04,2025,4,0
Province/Territory of claim not stated,Inland,False,2025-04,2025,4,0
,Inland - Total,True,2025-04,2025,4,6060
,Other Offices,False,2025-04,2025,4,2
,Total ,True,2025-04,2025,4,10525
Newfoundland and Labrador,Airport,False,2025-05,2025,5,0
Nova Scotia,Airport,False,2025-05,2025,5,2
New Brunswick,Airport,False,2025-05,2025,5,0
Quebec,Airport,False,2025-05,2025,5,430
Ontario,Airport,False,2025-05,2025,5,435
Manitoba,Airport,False,2025-05,2025,5,0
